,Nstep,Time,Chain length,Chain number,Chain Type,Chain Value,Chain Mass,Average Mass,Average Length,GA conversion
Step 665000,665000,0.002465544653507232,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5]","[291110, 292005, 2551, 2621, 17564, 17545, 156, 171, 828, 152, 781, 147, 40, 6, 10, 29, 1, 1, 10, 6, 1, 6, 3, 1, 1]",25,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34]",152.2132409156431,2.062731523653367,0.7848996666666667
Step 670000,670000,0.0024861249028998085,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6]","[292968, 293880, 2559, 2635, 17813, 17835, 158, 173, 844, 152, 812, 150, 40, 6, 12, 28, 1, 1, 10, 6, 2, 6, 3, 1, 1, 1]",26,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39]",152.2526074556775,2.0633283446834376,0.7833493333333333
Step 675000,675000,0.0025069112424039378,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6]","[294860, 295804, 2578, 2648, 18072, 18080, 162, 176, 864, 156, 829, 151, 40, 6, 12, 29, 1, 1, 10, 6, 2, 6, 3, 1, 1, 2]",26,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39]",152.2849646178093,2.0638297872340425,0.7817783333333334
Step 680000,680000,0.002527418482874507,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6]","[296737, 297782, 2593, 2660, 18327, 18327, 168, 176, 875, 158, 844, 152, 42, 6, 12, 30, 1, 1, 11, 7, 2, 6, 3, 1, 1, 2]",26,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39]",152.31467650299564,2.0642893364469015,0.780205
Step 685000,685000,0.0025484214355132647,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6]","[298583, 299700, 2609, 2675, 18591, 18590, 171, 177, 893, 161, 866, 153, 43, 6, 12, 32, 1, 1, 12, 7, 2, 6, 3, 1, 1, 2]",26,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39]",152.34953890731825,2.064825322012504,0.7786426666666667
Step 690000,690000,0.0025691747832944593,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6]","[300459, 301568, 2625, 2692, 18875, 18844, 171, 177, 921, 162, 883, 154, 44, 6, 12, 33, 1, 1, 12, 7, 2, 6, 3, 1, 1, 2]",26,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39]",152.38469745021325,2.065370517337747,0.7770773333333333
Step 695000,695000,0.0025899500151354868,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6]","[302337, 303393, 2639, 2711, 19157, 19118, 172, 176, 939, 161, 907, 156, 44, 6, 14, 36, 1, 1, 12, 9, 2, 6, 3, 1, 1, 2]",26,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39]",152.42206981859007,2.065944380709321,0.775521
Step 700000,700000,0.0026110628647782667,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6]","[304171, 305291, 2650, 2723, 19447, 19368, 175, 177, 964, 162, 930, 158, 44, 7, 14, 37, 1, 1, 12, 9, 2, 6, 3, 1, 1, 2]",26,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39]",152.45739882015252,2.0664944024279506,0.7739553333333333
Step 705000,705000,0.0026323125905611967,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6]","[305993, 307154, 2665, 2728, 19749, 19659, 179, 178, 980, 164, 943, 158, 45, 7, 14, 38, 1, 1, 12, 9, 2, 6, 3, 1, 1, 2]",26,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39]",152.49404990525085,2.0670630187742547,0.772394
Step 710000,710000,0.0026538090801979074,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6]","[307839, 308945, 2682, 2748, 20032, 19958, 180, 178, 999, 166, 969, 160, 46, 7, 16, 39, 1, 1, 12, 10, 2, 6, 3, 1, 1, 2]",26,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39]",152.53341470639984,2.0676643564013997,0.770846
Step 715000,715000,0.0026755228850567072,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4]","[309668, 310794, 2697, 2757, 20308, 20231, 181, 179, 1024, 167, 992, 164, 48, 7, 17, 46, 1, 1, 12, 10, 2, 6, 3, 1, 1, 2, 1]",27,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23]",152.5712510607781,2.0682483714815034,0.7692906666666667
Step 720000,720000,0.002696929706237326,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[311590, 312655, 2713, 2766, 20560, 20496, 185, 179, 1049, 168, 1006, 169, 48, 7, 17, 50, 1, 1, 12, 10, 2, 6, 3, 1, 1, 2, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",152.60232737468812,2.068726538112718,0.767727
Step 725000,725000,0.0027181791119880467,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[313477, 314436, 2723, 2774, 20821, 20782, 191, 181, 1072, 172, 1048, 168, 48, 7, 17, 50, 1, 1, 12, 10, 2, 7, 3, 1, 1, 2, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",152.64034080668546,2.069307339578088,0.766179
Step 730000,730000,0.0027398219585119308,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[315298, 316261, 2732, 2785, 21088, 21089, 196, 185, 1101, 173, 1068, 171, 49, 7, 17, 51, 1, 1, 12, 10, 2, 7, 3, 1, 1, 3, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",152.6785794663454,2.069888643645008,0.764635
Step 735000,735000,0.0027617466696483054,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[317158, 318098, 2744, 2796, 21357, 21375, 197, 188, 1128, 177, 1087, 175, 49, 7, 17, 53, 1, 1, 12, 10, 2, 7, 3, 1, 1, 3, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",152.71307076832562,2.0704158893408424,0.7630823333333333
Step 740000,740000,0.0027832163146116365,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[319056, 319960, 2757, 2809, 21628, 21638, 198, 189, 1145, 179, 1106, 176, 52, 7, 17, 57, 1, 1, 12, 10, 2, 7, 3, 1, 1, 3, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",152.74354778536568,2.0708853761919026,0.76152
Step 745000,745000,0.0028044873361209974,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[320891, 321782, 2773, 2823, 21880, 21940, 200, 192, 1172, 183, 1135, 180, 52, 7, 17, 59, 1, 1, 12, 10, 2, 7, 4, 1, 1, 3, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",152.77969052104757,2.071433707735895,0.7599756666666667
Step 750000,750000,0.0028257958466794937,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[322693, 323615, 2775, 2832, 22158, 22251, 200, 195, 1195, 184, 1158, 185, 53, 7, 18, 60, 1, 1, 13, 10, 2, 8, 5, 1, 1, 3, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",152.81707246443102,2.0720013264229746,0.758434
Step 755000,755000,0.002846958937638133,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6]","[324403, 325487, 2790, 2848, 22465, 22543, 204, 198, 1220, 185, 1185, 186, 53, 8, 18, 63, 1, 1, 13, 10, 2, 8, 5, 1, 1, 3, 1, 1]",28,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996]",152.85529391123498,2.072590967789596,0.7568856666666667
