,Nstep,Time,Chain length,Chain number,Chain Type,Chain Value,Chain Mass,Average Mass,Average Length,GA conversion
Step 845000,845000,0.003243716618437541,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 5, 6, 4, 6, 4, 5, 5]","[356232, 357406, 3022, 3084, 28016, 28031, 240, 242, 1715, 236, 1668, 234, 83, 13, 31, 103, 2, 1, 16, 13, 2, 15, 11, 1, 5, 1, 1, 1, 1, 1]",30,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",153.51509030312894,2.0827406022600448,0.7291246666666666
Step 850000,850000,0.0032663416800620803,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 5, 6, 4, 6, 4, 5, 5]","[357979, 359149, 3041, 3101, 28323, 28340, 244, 246, 1747, 239, 1696, 239, 88, 13, 31, 105, 2, 2, 16, 13, 2, 15, 11, 1, 5, 1, 1, 1, 1, 1]",30,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",153.55023304569028,2.08328139954859,0.7275863333333333
Step 855000,855000,0.0032885528767713935,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 5, 6, 4, 6, 4, 5, 5]","[359730, 360866, 3052, 3116, 28643, 28667, 246, 247, 1769, 242, 1730, 242, 90, 13, 32, 108, 2, 2, 17, 13, 2, 15, 11, 1, 5, 1, 1, 1, 1, 1]",30,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",153.58634813770652,2.083834263360317,0.7260536666666667
Step 860000,860000,0.003311340843518002,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 5, 6, 4, 6, 4, 5, 5]","[361416, 362606, 3069, 3127, 28967, 28987, 250, 251, 1797, 245, 1770, 242, 94, 13, 33, 109, 2, 2, 17, 15, 2, 16, 11, 1, 5, 1, 1, 1, 1, 1]",30,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",153.62422517060676,2.0844181718222763,0.7245206666666667
Step 865000,865000,0.0033337719564125205,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 5, 6, 4, 6, 4, 5, 5]","[363146, 364353, 3084, 3140, 29285, 29310, 252, 252, 1824, 249, 1808, 242, 94, 13, 33, 110, 2, 2, 17, 15, 2, 16, 11, 1, 5, 1, 1, 1, 1, 1]",30,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",153.65893194409432,2.0849510392325823,0.722985
Step 870000,870000,0.0033559266449879137,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 5, 6, 4, 6, 4, 5, 5]","[364854, 366091, 3100, 3149, 29620, 29631, 259, 256, 1850, 251, 1836, 245, 97, 13, 33, 112, 2, 2, 18, 15, 2, 16, 11, 1, 5, 1, 1, 1, 1, 1]",30,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",153.6943682015886,2.08549996631207,0.721446
Step 875000,875000,0.0033791610227438718,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[366512, 367778, 3108, 3162, 29975, 29967, 258, 258, 1891, 253, 1865, 248, 100, 15, 33, 113, 2, 2, 18, 15, 2, 17, 12, 1, 1, 5, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",153.73489853726838,2.086125399694147,0.7199193333333334
Step 880000,880000,0.003401811685490317,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[368154, 369530, 3122, 3174, 30342, 30269, 260, 262, 1927, 255, 1892, 249, 103, 15, 33, 116, 2, 2, 18, 15, 3, 18, 13, 1, 1, 5, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",153.77213615696,2.0867068583551704,0.7183796666666666
Step 885000,885000,0.003424408837129129,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[369728, 371219, 3136, 3180, 30743, 30611, 263, 267, 1963, 259, 1912, 253, 106, 15, 33, 120, 2, 2, 18, 15, 3, 18, 14, 1, 1, 5, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",153.81450343534524,2.0873678571604093,0.7168496666666667
Step 890000,890000,0.0034468535427937277,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[371468, 372803, 3139, 3187, 31090, 30975, 267, 268, 1995, 263, 1946, 257, 109, 15, 33, 122, 2, 2, 18, 15, 3, 18, 14, 1, 1, 5, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",153.85526964466683,2.0879916285767726,0.7153316666666667
Step 895000,895000,0.003469641310730875,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[373167, 374448, 3151, 3203, 31424, 31335, 274, 273, 2024, 263, 1980, 261, 111, 15, 33, 124, 2, 2, 18, 16, 3, 18, 14, 1, 1, 5, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",153.893894007451,2.08858132918821,0.7138116666666666
Step 900000,900000,0.0034931032231798084,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[374885, 376107, 3166, 3216, 31791, 31651, 275, 274, 2057, 265, 2009, 264, 115, 15, 33, 126, 2, 2, 18, 16, 4, 18, 14, 1, 1, 5, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",153.93018269830034,2.0891466535969068,0.7122746666666666
Step 905000,905000,0.003516354382397923,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[376540, 377797, 3179, 3230, 32159, 32000, 277, 275, 2084, 267, 2041, 266, 115, 15, 33, 126, 2, 2, 19, 16, 4, 18, 14, 1, 1, 5, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",153.96714524299483,2.089716806082185,0.710746
Step 910000,910000,0.0035394662397822702,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[378188, 379473, 3193, 3241, 32511, 32355, 277, 279, 2121, 269, 2069, 270, 117, 16, 33, 128, 2, 2, 19, 17, 4, 18, 14, 1, 1, 5, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.00548065725093,2.0903061004423527,0.709223
Step 915000,915000,0.0035630839596626275,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[379852, 381121, 3200, 3256, 32862, 32716, 280, 283, 2155, 271, 2101, 272, 120, 16, 33, 129, 2, 2, 20, 17, 4, 18, 15, 1, 1, 5, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.04433235132464,2.0908999865276834,0.7077056666666667
Step 920000,920000,0.00358696579841813,"[2, 2, 2, 2, 3, 3, 3, 3, 4, 3, 4, 3, 5, 4, 4, 5, 5, 3, 4, 4, 6, 4, 4, 3, 5, 6, 4, 6, 4, 5, 5]","[381503, 382776, 3210, 3262, 33180, 33079, 281, 284, 2195, 274, 2144, 277, 125, 17, 34, 131, 2, 2, 20, 20, 4, 18, 15, 1, 2, 5, 1, 1, 1, 1, 1]",31,"['LA-GA', 'GA-LA', 'GA-GA', 'LA-LA', 'GA-LA-GA', 'LA-GA-LA', 'LA-GA-GA', 'GA-LA-LA', 'GA-LA-GA-LA', 'LA-LA-GA', 'LA-GA-LA-GA', 'GA-GA-LA', 'GA-LA-GA-LA-GA', 'GA-LA-GA-GA', 'GA-LA-LA-GA', 'LA-GA-LA-GA-LA', 'LA-GA-GA-LA-GA', 'LA-LA-LA', 'LA-LA-GA-LA', 'LA-GA-LA-LA', 'LA-GA-LA-GA-LA-GA', 'LA-GA-GA-LA', 'GA-GA-LA-GA', 'GA-GA-GA', 'GA-LA-GA-LA-LA', 'GA-LA-GA-LA-GA-LA', 'GA-GA-GA-LA', 'LA-LA-GA-LA-GA-LA', 'LA-GA-GA-GA', 'LA-GA-LA-LA-GA', 'LA-LA-GA-LA-GA']","[148.13, 148.13, 134.1, 162.16, 206.18, 220.20999999999998, 206.18, 220.20999999999998, 278.26, 220.20999999999998, 278.26, 206.18, 336.31, 264.23, 278.26, 350.34, 336.31, 234.24, 292.28999999999996, 292.28999999999996, 408.39, 278.26, 264.23, 192.14999999999998, 350.34, 408.39, 264.23, 422.41999999999996, 264.22999999999996, 350.34, 350.34000000000003]",154.08458842805382,2.0915139535821825,0.7061936666666667
